COUNTY,DATE,Housing & Shelter,Food,Utilities,Healthcare & COVID-19,Mental Health & Addictions,Employment & Income,Clothing & Household,Child Care & Parenting,Government & Legal,Transportation Assistance,Education,Disaster,Other,Total for top requests,(Housing & Shelter) Shelters,(Housing & Shelter) Low-cost housing,(Housing & Shelter) Home repair/ maintenance,(Housing & Shelter) Rent assistance,(Housing & Shelter) Mortgage assistance,(Housing & Shelter) Landlord/ tenant issues,(Housing & Shelter) Contacts,(Housing & Shelter) Other housing & shelter,(Food) Help buying food,(Food) Food pantries,(Food) Soup kitchens & Meals to-go,(Food) Feeding children,(Food) Home-delivered meals,(Food) Holiday meals,(Food) Contacts,(Food) Other food,(Utilities) Electric,(Utilities) Gas,(Utilities) Water,(Utilities) Heating fuel,(Utilities) Utility payment plans,(Utilities) Phone/internet,(Utilities) Contacts,(Utilities) Other utilities,(Healthcare & COVID-19) Health insurance,(Healthcare & COVID-19) Medical expense assistance,(Healthcare & COVID-19) Medical providers,(Healthcare & COVID-19) Dental & eye care,(Healthcare & COVID-19) Prescription medications,(Healthcare & COVID-19) Nursing homes & adult care,(Healthcare & COVID-19) Death related,(Healthcare & COVID-19) Public health & safety,(Healthcare & COVID-19) COVID testing,(Healthcare & COVID-19) COVID vaccination,(Healthcare & COVID-19) All other COVID,(Healthcare & COVID-19) Other health services,(Healthcare & COVID-19) Contacts,(Healthcare & COVID-19) Other healthcare,(Mental Health & Addictions) Substance abuse & addictions,(Mental Health & Addictions) Marriage & family,(Mental Health & Addictions) Crisis intervention & suicide,(Mental Health & Addictions) Mental health services,(Mental Health & Addictions) Mental health facilities,(Mental Health & Addictions) Other mental health & addictions,(Employment & Income) Job search,(Employment & Income) Job development,(Employment & Income) Unemployment benefits,(Employment & Income) Tax preparation,(Employment & Income) Financial assistance,(Employment & Income) Money management,(Employment & Income) Contacts,(Employment & Income) Other employment & income,(Clothing & Household) Clothing,(Clothing & Household) Personal hygiene products,(Clothing & Household) Appliances,(Clothing & Household) Home furnishings,(Clothing & Household) Thrift shops,(Clothing & Household) Seasonal/ holiday,(Clothing & Household) Contacts,(Clothing & Household) Other clothing & household,(Child Care & Parenting) Child care,(Child Care & Parenting) Parenting,(Child Care & Parenting) Family support services,(Child Care & Parenting) Other child care & parenting,(Government & Legal) Legal assistance,(Government & Legal) Child & family law,(Government & Legal) Immigration assistance,(Government & Legal) Government,(Government & Legal) Contacts,(Government & Legal) Other government & legal,(Transportation Assistance) Medical transportation,(Transportation Assistance) Public transportation,(Transportation Assistance) Automobile assistance,(Transportation Assistance) Long-distance travel,(Transportation Assistance) Ride share services,(Transportation Assistance) Bike programs,(Transportation Assistance) Contacts,(Transportation Assistance) Other transportation assistance,(Education) Early childhood education,(Education) Adult education,(Education) Literacy,(Education) ESL/ citizenship,(Education) Tutoring,(Education) School supplies,(Education) Scholarships & aid,(Education) Other education providers,(Education) Contacts,(Education) Other education,(Disaster) Food/ water,(Disaster) Housing/ shelter,(Disaster) Transportation/ fuel,(Disaster) Health/ safety,(Disaster) Financial assistance,(Disaster) Disaster relief services,(Disaster) Contacts,(Disaster) Other disaster,(Other) Agency & other contact information,(Other) Community development & enrichment,(Other) Volunteering & donations,(Other) Support & advocacy,(Other) Complaints,(Other) Special population services,(Other) Special populations,(Other) All other requests,Filled,Judgement,Population
Buffalo County,Aug 2020,1,1,0,1,1,0,1,0,1,2,1,1,0,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,13126
Pierce County,Feb 2021,11,5,0,48,12,4,2,0,3,1,0,0,8,94,1,1,0,6,1,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,42,1,0,0,0,7,0,0,5,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,1,41977
Brown County,Feb 2021,174,22,43,66,66,64,13,0,48,27,2,13,56,594,35,28,3,80,2,24,1,1,10,9,1,0,2,0,0,0,26,5,7,4,0,1,0,0,4,7,3,3,3,6,0,0,23,6,3,1,7,0,45,0,7,11,3,0,0,1,6,45,7,1,1,3,7,3,1,2,0,0,0,0,0,0,0,0,17,3,0,12,16,0,7,2,14,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,11,0,0,1,21,6,1,5,2,6,0,15,58,21,261368
Waushara County,Jan 2021,9,3,3,27,0,4,0,1,2,1,0,1,4,55,0,1,0,6,2,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,24193
Waukesha County,Oct 2019,106,24,16,31,220,10,14,0,54,6,0,0,36,517,44,18,10,28,1,5,0,0,5,12,7,0,0,0,0,0,14,1,0,0,0,1,0,0,6,1,2,3,2,13,0,0,0,0,0,2,2,0,49,1,78,92,0,0,2,0,0,2,4,1,1,0,8,0,2,3,0,1,0,0,0,0,0,0,5,31,0,10,8,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,3,1,1,0,11,49,5,400475
Dunn County,Apr 2020,10,7,3,17,5,5,1,0,7,1,0,2,13,71,1,1,0,7,0,1,0,0,3,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,11,0,0,0,1,0,4,0,0,0,1,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,9,0,1,44759
Marinette County,Oct 2020,9,7,3,35,7,1,1,1,2,0,0,0,7,73,2,1,0,6,0,0,0,0,1,5,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,29,0,3,1,0,0,4,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,1,6,2,40391
Outagamie County,Aug 2019,94,19,8,38,20,15,10,1,41,27,8,0,51,332,28,36,5,18,2,4,1,0,5,9,3,0,2,0,0,0,5,0,2,0,0,0,1,0,7,1,5,8,0,12,0,0,0,0,0,4,1,0,4,0,3,12,1,0,5,1,0,0,8,1,0,0,3,3,0,4,0,0,0,0,0,1,0,0,15,1,0,7,18,0,7,10,10,0,0,0,0,0,0,0,1,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,19,4,4,5,1,4,0,14,31,10,185700
Green Lake County,Oct 2020,2,1,2,5,0,0,0,0,2,0,0,0,0,12,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,18755
Richland County,Oct 2019,6,1,6,0,6,1,1,0,1,1,0,0,5,28,1,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,3,1,17459
Buffalo County,Feb 2020,2,0,6,0,1,5,0,0,2,1,0,0,1,18,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13126
Eau Claire County,Jun 2021,43,8,10,53,106,5,6,2,23,11,0,0,24,291,13,12,0,13,0,4,1,0,5,2,0,1,0,0,0,0,6,0,2,0,0,2,0,0,6,1,4,1,0,1,0,1,2,13,2,3,19,0,13,1,86,6,0,0,2,1,2,0,0,0,0,0,2,1,0,1,2,0,0,0,0,2,0,0,5,0,0,7,11,0,2,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,3,2,2,0,7,17,1,103514
Lincoln County,Jan 2021,13,3,3,11,0,7,5,0,5,2,0,2,2,53,2,3,0,6,0,0,0,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,3,0,27744
Oneida County,Mar 2021,17,0,12,75,7,3,3,0,2,1,0,5,8,133,5,2,0,8,1,1,0,0,0,0,0,0,0,0,0,0,5,1,0,3,0,3,0,0,1,1,0,0,0,1,0,0,4,16,2,2,48,0,5,0,2,0,0,0,1,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,1,0,1,0,0,0,2,5,2,35381
Sheboygan County,Aug 2019,22,13,23,2,11,5,10,0,6,2,1,0,9,104,6,3,1,10,0,2,0,0,2,11,0,0,0,0,0,0,16,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,2,0,0,1,0,0,0,4,0,0,0,6,3,0,1,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,3,28,11,115178
Grant County,Aug 2020,24,7,7,6,8,4,3,0,10,3,1,6,4,83,2,4,0,15,2,1,0,0,2,5,0,0,0,0,0,0,4,1,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,6,2,0,0,0,0,0,0,3,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,1,1,0,0,4,4,51733
Waupaca County,Aug 2020,20,5,6,24,7,3,1,1,1,3,0,0,7,78,0,2,3,15,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,3,0,1,16,0,1,2,0,0,5,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,7,1,51245
Ozaukee County,Jun 2021,11,1,5,21,69,1,0,0,3,1,0,0,4,116,2,4,0,4,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,5,2,0,9,0,11,0,17,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,6,3,88597
Door County,Jan 2021,12,1,5,16,11,1,2,2,3,1,0,0,6,60,2,1,0,7,0,2,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,3,0,0,0,0,1,0,1,3,3,3,2,0,0,7,0,1,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,7,0,27472
Dunn County,Mar 2020,19,4,5,7,6,6,3,1,6,5,0,1,11,74,4,5,0,9,1,0,0,0,0,3,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,3,0,1,2,0,0,0,0,0,2,4,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,2,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,0,6,1,2,44759
Oneida County,Apr 2021,22,1,5,30,8,2,0,0,6,1,0,4,6,85,6,2,3,11,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,9,1,0,18,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,1,1,0,0,0,2,3,0,35381
Taylor County,Nov 2019,2,0,0,0,3,1,0,0,0,0,0,0,3,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,20325
Grant County,Feb 2020,13,4,5,3,3,2,1,0,0,1,0,0,4,36,1,3,0,7,0,2,0,0,0,4,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,4,0,51733
Manitowoc County,Feb 2021,17,3,4,42,13,10,2,0,5,1,0,3,7,107,6,4,1,6,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,3,0,1,16,12,0,2,7,0,11,0,0,2,0,0,0,0,0,9,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,1,0,0,0,0,0,4,7,1,79185
Clark County,May 2021,5,1,8,5,0,0,0,0,1,0,0,1,2,23,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,1,34579
Dodge County,May 2020,19,5,4,17,11,2,0,0,3,2,0,0,2,65,4,1,0,13,0,1,0,0,2,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,8,0,0,0,7,0,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,87715
Waupaca County,Feb 2020,7,2,1,9,19,11,0,0,1,2,2,0,10,64,2,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,1,2,0,0,0,0,0,1,0,0,14,1,2,2,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,4,4,1,51245
Bayfield County,Feb 2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14993
Oneida County,Jun 2020,9,9,5,27,2,3,2,0,5,7,0,3,6,78,1,0,3,5,0,0,0,0,2,7,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,3,1,0,2,9,0,8,3,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,4,1,0,0,0,0,0,11,1,35381
Milwaukee County,Aug 2020,4477,1851,698,2518,2179,421,587,33,975,78,16,261,1658,15752,1398,1062,185,1502,34,278,9,9,258,1313,168,49,39,0,0,24,573,23,5,28,4,42,10,13,103,24,142,50,13,374,17,44,779,0,530,441,1,0,252,3,710,1182,32,0,67,2,39,150,116,10,4,32,113,44,203,222,3,0,0,2,21,11,1,0,132,127,1,409,301,6,28,28,17,2,1,1,0,1,0,5,1,0,0,4,1,5,0,0,0,15,0,2,220,0,3,21,1179,35,70,38,33,173,2,128,854,42,951226
Eau Claire County,Mar 2020,46,15,8,63,58,18,4,1,35,1,0,3,43,295,6,5,1,28,1,5,0,0,5,9,1,0,0,0,0,0,7,0,0,0,0,1,0,0,1,0,11,1,0,1,0,0,0,0,47,2,0,0,11,0,44,3,0,0,0,0,5,7,5,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,7,0,0,11,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,7,0,5,5,0,5,0,21,12,2,103514
Iowa County,May 2021,2,1,0,13,2,0,0,0,1,0,0,0,2,21,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,23618
Milwaukee County,Feb 2020,4234,1902,225,612,2111,334,682,55,564,92,9,8,930,11758,2700,619,240,406,23,238,4,4,95,1592,170,0,45,0,0,0,169,13,1,17,2,18,4,1,119,23,93,46,9,262,11,0,0,0,0,39,10,0,274,0,453,1374,10,0,81,3,4,129,82,11,24,0,159,41,159,316,6,1,0,0,34,21,0,0,125,82,1,192,164,0,28,39,18,1,0,0,0,6,0,1,0,0,0,0,2,6,0,0,0,5,0,1,0,0,0,2,460,23,83,26,22,108,0,208,1071,66,951226
Lafayette County,Sep 2020,0,2,0,0,5,1,0,0,1,0,0,0,1,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,16715
Forest County,Nov 2019,2,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8995
La Crosse County,Sep 2020,75,15,17,119,365,17,4,1,86,16,1,7,78,801,29,8,5,24,2,7,0,0,6,6,2,0,1,0,0,0,9,0,2,0,0,5,0,1,3,1,11,5,2,16,1,14,39,0,15,12,0,0,38,2,281,42,2,0,1,1,3,1,6,4,1,0,0,2,0,0,1,0,0,1,1,0,0,0,4,2,0,35,45,0,5,1,8,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5,0,0,0,23,9,4,7,0,12,0,23,12,10,117894
Ozaukee County,Apr 2020,10,8,5,13,14,0,0,0,5,2,0,0,7,64,3,1,0,6,0,0,0,0,4,4,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,6,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,1,88597
Bayfield County,Aug 2020,1,0,1,2,0,0,0,0,1,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14993
Portage County,Sep 2019,169,14,18,10,16,12,9,1,22,28,0,2,30,331,7,26,114,19,0,3,0,0,1,11,0,0,2,0,0,0,13,2,1,2,0,0,0,0,1,0,4,1,0,3,0,0,0,0,0,1,0,0,11,1,2,2,0,0,1,0,0,2,8,1,0,0,3,2,0,2,2,0,0,0,1,0,0,0,6,1,0,6,9,0,1,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,9,1,2,1,0,9,15,2,70632
Walworth County,Jun 2021,32,5,6,29,15,7,0,0,10,3,0,0,10,117,10,1,1,18,1,1,0,0,1,3,0,1,0,0,0,0,4,0,2,0,0,0,0,0,0,1,1,4,0,5,0,0,4,3,4,0,7,0,4,0,4,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,1,1,0,0,21,0,103074
Iron County,Feb 2020,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5687
Menominee County,Jul 2019,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4558
Calumet County,Jan 2021,30,3,3,87,9,2,1,2,12,2,0,1,10,162,9,5,1,13,0,2,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,1,0,0,1,0,2,61,7,6,6,0,0,2,0,2,3,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,5,0,0,1,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,2,0,0,0,0,2,3,0,49928
Rusk County,Sep 2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,14132
Buffalo County,Jan 2020,3,0,1,0,0,1,0,1,1,0,0,0,0,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13126
Iron County,Aug 2020,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5687
Menominee County,Dec 2020,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4558
Crawford County,Nov 2020,2,1,0,2,5,2,1,0,1,3,0,0,4,21,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,16235
