"","COUNTY","DATE","Housing & Shelter","Food","Utilities","Healthcare & COVID-19","Mental Health & Addictions","Employment & Income","Clothing & Household","Child Care & Parenting","Government & Legal","Transportation Assistance","Education","Disaster","Other","Total for top requests","(Housing & Shelter) Shelters","(Housing & Shelter) Low-cost housing","(Housing & Shelter) Home repair/ maintenance","(Housing & Shelter) Rent assistance","(Housing & Shelter) Mortgage assistance","(Housing & Shelter) Landlord/ tenant issues","(Housing & Shelter) Contacts","(Housing & Shelter) Other housing & shelter","(Food) Help buying food","(Food) Food pantries","(Food) Soup kitchens & Meals to-go","(Food) Feeding children","(Food) Home-delivered meals","(Food) Holiday meals","(Food) Contacts","(Food) Other food","(Utilities) Electric","(Utilities) Gas","(Utilities) Water","(Utilities) Heating fuel","(Utilities) Utility payment plans","(Utilities) Phone/internet","(Utilities) Contacts","(Utilities) Other utilities","(Healthcare & COVID-19) Health insurance","(Healthcare & COVID-19) Medical expense assistance","(Healthcare & COVID-19) Medical providers","(Healthcare & COVID-19) Dental & eye care","(Healthcare & COVID-19) Prescription medications","(Healthcare & COVID-19) Nursing homes & adult care","(Healthcare & COVID-19) Death related","(Healthcare & COVID-19) Public health & safety","(Healthcare & COVID-19) COVID testing","(Healthcare & COVID-19) COVID vaccination","(Healthcare & COVID-19) All other COVID","(Healthcare & COVID-19) Other health services","(Healthcare & COVID-19) Contacts","(Healthcare & COVID-19) Other healthcare","(Mental Health & Addictions) Substance abuse & addictions","(Mental Health & Addictions) Marriage & family","(Mental Health & Addictions) Crisis intervention & suicide","(Mental Health & Addictions) Mental health services","(Mental Health & Addictions) Mental health facilities","(Mental Health & Addictions) Other mental health & addictions","(Employment & Income) Job search","(Employment & Income) Job development","(Employment & Income) Unemployment benefits","(Employment & Income) Tax preparation","(Employment & Income) Financial assistance","(Employment & Income) Money management","(Employment & Income) Contacts","(Employment & Income) Other employment & income","(Clothing & Household) Clothing","(Clothing & Household) Personal hygiene products","(Clothing & Household) Appliances","(Clothing & Household) Home furnishings","(Clothing & Household) Thrift shops","(Clothing & Household) Seasonal/ holiday","(Clothing & Household) Contacts","(Clothing & Household) Other clothing & household","(Child Care & Parenting) Child care","(Child Care & Parenting) Parenting","(Child Care & Parenting) Family support services","(Child Care & Parenting) Other child care & parenting","(Government & Legal) Legal assistance","(Government & Legal) Child & family law","(Government & Legal) Immigration assistance","(Government & Legal) Government","(Government & Legal) Contacts","(Government & Legal) Other government & legal","(Transportation Assistance) Medical transportation","(Transportation Assistance) Public transportation","(Transportation Assistance) Automobile assistance","(Transportation Assistance) Long-distance travel","(Transportation Assistance) Ride share services","(Transportation Assistance) Bike programs","(Transportation Assistance) Contacts","(Transportation Assistance) Other transportation assistance","(Education) Early childhood education","(Education) Adult education","(Education) Literacy","(Education) ESL/ citizenship","(Education) Tutoring","(Education) School supplies","(Education) Scholarships & aid","(Education) Other education providers","(Education) Contacts","(Education) Other education","(Disaster) Food/ water","(Disaster) Housing/ shelter","(Disaster) Transportation/ fuel","(Disaster) Health/ safety","(Disaster) Financial assistance","(Disaster) Disaster relief services","(Disaster) Contacts","(Disaster) Other disaster","(Other) Agency & other contact information","(Other) Community development & enrichment","(Other) Volunteering & donations","(Other) Support & advocacy","(Other) Complaints","(Other) Special population services","(Other) Special populations","(Other) All other requests"
"828","Pepin","Dec 1, 2020-Dec 31, 2020",2,0,0,3,1,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"829","Clark","Sep 1, 2020-Sep 30, 2020",2,3,1,3,3,1,0,0,1,0,1,0,2,17,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"830","Dane","Jul 1, 2020-Jul 31, 2020",674,506,217,663,183,321,104,20,159,108,8,176,311,3450,160,114,13,326,21,35,0,5,43,421,21,3,14,0,1,3,151,7,18,3,2,36,0,0,29,15,18,49,3,76,5,16,236,0,157,57,2,0,48,1,43,91,0,0,20,1,72,46,25,145,1,11,28,35,22,15,2,1,0,1,16,4,0,0,22,10,0,53,74,0,6,20,75,4,2,1,0,0,0,3,0,0,0,1,1,3,0,0,0,9,0,1,164,0,0,2,169,17,23,8,30,30,0,34
"831","Green","Jul 1, 2019-Jul 31, 2019",6,2,8,0,0,1,1,0,1,1,0,0,2,22,1,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"832","Green","Dec 1, 2020-Dec 31, 2020",7,1,2,3,2,1,0,0,0,0,0,0,1,17,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"833","Pepin","Jul 1, 2019-Jul 31, 2019",1,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"834","Dane","Dec 1, 2019-Dec 31, 2019",330,621,75,283,136,105,177,7,80,108,6,1,204,2133,78,48,11,170,6,16,0,1,22,506,41,0,9,42,1,0,40,5,7,3,1,18,0,1,147,3,36,35,9,44,0,0,0,0,0,5,4,0,37,0,36,56,7,0,11,0,17,3,25,49,0,0,37,30,5,15,1,89,0,0,6,1,0,0,18,11,3,25,23,0,19,21,67,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,111,6,20,3,4,17,0,43
"835","Chippewa","Oct 1, 2019-Oct 31, 2019",15,7,6,4,6,9,3,0,2,6,0,1,8,67,1,3,0,11,0,0,0,0,1,5,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,5,0,0,0,2,0,0,1,6,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,5
"836","Marathon","Jun 1, 2021-Jun 30, 2021",124,13,31,126,32,43,10,3,53,25,0,16,77,553,21,46,13,32,3,7,0,2,0,7,2,0,4,0,0,0,11,4,2,0,0,9,5,0,5,8,5,2,3,11,1,1,4,33,8,3,42,0,20,0,7,4,1,0,4,0,5,24,6,2,1,1,4,1,1,0,3,0,0,1,2,1,0,0,7,1,0,18,27,0,3,9,7,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,12,7,24,11,2,6,0,15
"837","Sheboygan","Feb 1, 2021-Feb 28, 2021",47,11,4,50,18,7,3,0,5,1,0,1,16,163,8,6,0,28,2,3,0,0,3,8,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,2,1,2,12,26,2,2,1,0,12,0,1,4,1,0,1,0,0,3,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,2,0,0,0,0,3
"838","Ashland","Feb 1, 2020-Feb 29, 2020",1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"839","Crawford","Jul 1, 2019-Jul 31, 2019",1,0,2,0,5,0,0,0,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"840","Columbia","Oct 1, 2020-Oct 31, 2020",30,6,9,31,6,6,1,0,8,2,0,2,10,111,2,7,2,16,3,0,0,0,0,4,1,0,1,0,0,0,8,0,0,0,0,1,0,0,2,1,3,2,0,3,0,4,8,0,6,2,0,0,3,0,1,2,0,0,1,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,0,1,0,0,3
"841","Lafayette","Jul 1, 2021-Jul 31, 2021",3,0,0,1,0,2,0,0,0,2,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"842","Juneau","Oct 1, 2021-Oct 31, 2021",8,4,2,9,7,2,0,0,2,3,0,0,14,51,3,0,0,4,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,1,1,2,0,1,0,1,0,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,8
"843","Douglas","Jan 1, 2021-Jan 31, 2021",12,6,0,7,7,1,3,0,3,1,0,0,2,42,4,1,0,6,1,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"844","Outagamie","Feb 1, 2021-Feb 28, 2021",88,8,10,90,37,24,6,0,43,8,0,4,36,354,18,27,2,38,0,3,0,0,3,3,0,0,2,0,0,0,6,1,1,2,0,0,0,0,3,5,4,3,0,12,1,2,20,20,7,10,3,0,13,0,4,18,2,0,3,0,3,12,6,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,14,0,0,3,26,0,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,16,3,1,1,1,1,1,12
"845","La Crosse","Jul 1, 2021-Jul 31, 2021",92,14,16,94,327,12,21,1,93,23,3,9,98,803,23,26,8,24,2,8,1,0,4,7,0,1,2,0,0,0,7,0,3,0,0,2,3,1,7,5,9,10,1,18,0,1,4,7,5,12,15,0,23,3,196,98,7,0,1,0,1,3,4,3,0,0,1,2,6,8,4,0,0,0,1,0,0,0,8,4,0,28,52,1,5,7,6,0,1,0,0,4,0,1,0,0,0,1,0,1,0,0,0,0,0,4,2,0,0,3,10,19,4,9,2,9,0,45
"846","Green","Jun 1, 2020-Jun 30, 2020",4,2,4,3,1,0,1,0,0,0,0,0,1,16,1,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"847","Langlade","Apr 1, 2021-Apr 30, 2021",2,0,1,16,12,2,1,0,0,1,0,0,8,43,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,3,0,9,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,4
"848","Oconto","Oct 1, 2019-Oct 31, 2019",4,2,5,2,0,2,0,0,3,1,0,0,3,22,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"849","Pepin","Jun 1, 2020-Jun 30, 2020",0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"850","Dunn","Sep 1, 2019-Sep 30, 2019",12,2,12,5,3,2,1,0,6,2,0,23,10,78,5,3,0,4,0,0,0,0,0,1,1,0,0,0,0,0,10,0,0,0,0,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,1,0,0,0,0,6
"851","Menominee","Nov 1, 2020-Nov 30, 2020",0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"852","Brown","Aug 1, 2019-Aug 31, 2019",173,26,126,33,39,19,23,5,46,22,10,3,93,618,63,34,12,54,2,7,1,0,6,16,2,1,1,0,0,0,87,20,8,2,0,3,5,1,8,2,5,1,2,11,0,0,0,0,0,3,1,0,21,0,13,2,2,1,8,1,0,0,5,5,0,0,10,7,0,5,1,0,0,0,2,3,0,0,12,4,0,13,17,0,3,1,15,1,0,0,0,2,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,3,27,5,4,5,1,11,0,40
"853","Ashland","Aug 1, 2020-Aug 31, 2020",6,1,3,1,0,1,0,0,0,1,0,0,0,13,0,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"854","Pierce","Aug 1, 2019-Aug 31, 2019",2,0,1,0,3,0,1,0,0,1,0,0,3,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"855","Crawford","Dec 1, 2020-Dec 31, 2020",7,5,4,0,3,5,0,0,1,1,0,2,1,29,1,0,0,5,1,0,0,0,2,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
"856","Fond du Lac","Aug 1, 2020-Aug 31, 2020",74,12,14,222,19,17,3,0,14,2,1,7,21,406,10,16,2,37,4,5,0,0,4,6,0,0,0,0,0,2,11,0,3,0,0,0,0,0,3,2,3,0,3,6,0,12,128,0,32,33,0,0,5,0,10,4,0,0,1,0,6,0,4,0,0,6,1,1,0,1,0,0,0,0,0,0,0,0,3,2,0,4,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,1,10,1,2,1,0,1,0,6
"857","Pepin","Apr 1, 2021-Apr 30, 2021",0,0,1,6,0,1,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"858","Racine","Aug 1, 2020-Aug 31, 2020",179,167,41,277,47,16,23,2,41,12,1,14,57,877,53,20,6,88,2,10,0,0,10,141,13,0,1,0,0,2,27,0,2,0,1,5,3,3,6,3,9,5,0,22,0,2,202,0,15,13,0,0,21,0,15,8,3,0,3,0,4,3,4,0,2,0,3,3,3,12,1,0,0,1,1,1,0,0,6,7,1,15,12,0,3,4,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,40,1,2,2,1,6,0,5
"859","Oconto","Jan 1, 2020-Jan 31, 2020",4,0,1,1,6,7,0,0,0,0,0,1,10,30,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3,1,0,0,1
"860","Dane","May 1, 2020-May 31, 2020",665,376,159,201,162,319,76,9,154,74,3,269,203,2670,134,103,10,358,7,45,0,8,38,303,20,3,10,0,0,2,126,1,8,1,2,17,4,0,24,4,21,15,12,53,3,2,16,0,41,9,1,0,42,0,41,75,4,0,20,0,106,43,15,128,4,3,21,28,6,16,4,0,0,1,7,2,0,0,21,7,2,68,56,0,8,10,51,1,2,0,0,2,0,0,0,0,0,0,1,2,0,0,0,1,0,3,262,1,0,2,91,19,29,8,11,15,0,30
"861","Eau Claire","Sep 1, 2019-Sep 30, 2019",37,9,18,13,70,5,2,0,20,6,0,1,34,215,12,7,1,13,2,2,0,0,3,6,0,0,0,0,0,0,17,0,0,0,0,1,0,0,4,0,6,0,0,2,0,0,0,0,0,0,1,0,31,0,30,8,1,0,2,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8,0,0,6,6,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,4,2,1,3,0,15
"862","Marathon","Apr 1, 2020-Apr 30, 2020",102,56,22,76,21,92,29,2,82,18,0,8,144,652,22,27,3,40,2,8,0,0,14,35,2,0,5,0,0,0,12,3,0,3,0,1,1,2,7,14,9,6,3,9,1,1,0,0,25,1,0,0,3,0,7,10,1,0,6,0,14,65,3,4,0,0,2,5,0,4,1,17,0,0,1,0,1,0,6,2,1,21,52,0,3,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,3,32,9,26,4,2,8,0,63
"863","Washington","Jan 1, 2021-Jan 31, 2021",39,9,11,78,333,3,2,2,15,3,1,0,25,521,8,7,1,18,1,1,2,1,5,3,0,0,1,0,0,0,6,3,0,0,0,2,0,0,0,0,3,0,0,4,0,1,51,14,5,0,0,0,19,0,163,150,1,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,2,4,0,6,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,0,3,0,5
"864","Crawford","Mar 1, 2021-Mar 31, 2021",0,0,0,9,4,1,0,1,1,0,0,1,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,4,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"865","Polk","Sep 1, 2020-Sep 30, 2020",12,5,10,11,1,2,2,1,1,6,0,1,5,57,1,1,0,9,0,0,0,1,0,5,0,0,0,0,0,0,7,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,2
"866","Racine","Feb 1, 2020-Feb 29, 2020",72,235,6,20,52,143,10,2,21,6,0,1,44,612,9,30,5,19,4,5,0,0,6,217,12,0,0,0,0,0,4,1,0,1,0,0,0,0,5,1,2,3,0,8,1,0,0,0,0,0,0,0,29,0,9,13,1,0,2,0,1,137,0,0,3,0,5,1,2,2,0,0,0,0,2,0,0,0,5,7,0,2,7,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,1,5,2,0,2,0,11
"867","Green","Apr 1, 2021-Apr 30, 2021",0,1,0,26,1,1,0,0,0,1,0,0,2,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,1,1,14,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"868","Fond du Lac","Feb 1, 2020-Feb 29, 2020",28,8,8,8,17,8,3,0,5,2,0,1,13,101,9,6,1,10,1,1,0,0,5,3,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,2,0,0,7,0,4,6,0,0,1,0,1,4,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,1,4,0,2
"869","Langlade","Jun 1, 2020-Jun 30, 2020",10,8,4,1,3,0,0,0,1,1,0,2,0,30,3,0,0,6,0,1,0,0,0,8,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"870","Rock","Jan 1, 2021-Jan 31, 2021",121,30,22,94,22,19,8,0,13,15,2,6,28,380,19,16,8,65,5,7,0,1,6,18,5,0,1,0,0,0,11,0,3,2,1,5,0,0,5,2,3,0,2,10,1,4,19,34,10,4,0,0,19,0,1,2,0,0,4,0,3,8,3,1,0,0,1,2,4,1,0,0,0,0,0,0,0,0,3,1,0,4,5,0,3,0,12,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,1,8,0,5,3,0,2,0,10
"871","Taylor","Jul 1, 2020-Jul 31, 2020",7,0,7,5,1,1,1,1,1,0,0,1,0,25,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"872","Portage","Mar 1, 2020-Mar 31, 2020",83,41,30,69,7,399,6,6,21,13,3,3,60,741,16,16,2,44,3,2,0,0,3,29,1,0,8,0,0,0,10,3,4,7,0,3,0,3,3,4,8,5,1,4,0,0,0,0,44,0,0,0,4,0,2,1,0,0,4,1,14,369,9,2,0,0,2,3,0,1,0,0,0,0,6,0,0,0,1,3,0,3,14,0,4,1,8,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,2,25,1,9,1,0,3,0,21
"873","Kenosha","Jun 1, 2021-Jun 30, 2021",55,21,13,33,36,6,6,0,18,4,0,2,31,225,18,4,2,27,1,3,0,0,5,7,3,2,4,0,0,0,10,0,2,0,0,1,0,0,12,0,0,0,0,5,0,0,4,4,2,0,6,0,22,0,2,10,2,0,1,0,0,1,4,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,6,3,0,4,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,24,0,1,2,1,1,0,2
